time_local,time_utc,timestamp_ms,price_eur_per_mwh,resolution,source
2025-01-03T00:15+01:00,2025-01-02T23:15+00:00,1735859700000,99.560000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T00:30+01:00,2025-01-02T23:30+00:00,1735860600000,99.560000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T00:45+01:00,2025-01-02T23:45+00:00,1735861500000,99.560000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T01:00+01:00,2025-01-03T00:00+00:00,1735862400000,87.530000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T01:15+01:00,2025-01-03T00:15+00:00,1735863300000,87.530000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T01:30+01:00,2025-01-03T00:30+00:00,1735864200000,87.530000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T01:45+01:00,2025-01-03T00:45+00:00,1735865100000,87.530000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T02:00+01:00,2025-01-03T01:00+00:00,1735866000000,85.010000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T02:15+01:00,2025-01-03T01:15+00:00,1735866900000,85.010000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T02:30+01:00,2025-01-03T01:30+00:00,1735867800000,85.010000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T02:45+01:00,2025-01-03T01:45+00:00,1735868700000,85.010000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T03:00+01:00,2025-01-03T02:00+00:00,1735869600000,83.790000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T03:15+01:00,2025-01-03T02:15+00:00,1735870500000,83.790000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T03:30+01:00,2025-01-03T02:30+00:00,1735871400000,83.790000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T03:45+01:00,2025-01-03T02:45+00:00,1735872300000,83.790000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T04:00+01:00,2025-01-03T03:00+00:00,1735873200000,77.500000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T04:15+01:00,2025-01-03T03:15+00:00,1735874100000,77.500000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T04:30+01:00,2025-01-03T03:30+00:00,1735875000000,77.500000,quarterhour,SMARD day-ahead auction DE/LU
